"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.8","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.9","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.9","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.9","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.9","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21214725","34.1.7.4","3.9","","","","1"
"2007","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.7","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.7","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.7","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21214728","34.1.7.7","2.8","","","","1"
"2007","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","88770","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","94470","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","92310","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","93870","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","98270","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","103570","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","106830","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","110430","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","110230","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","106120","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21214729","34.1.7.8","108560","","","","0"
"2007","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","251070","","","","0"
"2008","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","259780","","","","0"
"2009","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","264420","","","","0"
"2010","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","268770","","","","0"
"2011","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","277040","","","","0"
"2012","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","286020","","","","0"
"2013","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","298940","","","","0"
"2014","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","310720","","","","0"
"2015","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","316110","","","","0"
"2016","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","317800","","","","0"
"2017","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21214730","34.2.1.1","320900","","","","0"
"2007","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","55660","","","","0"
"2008","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","57220","","","","0"
"2009","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","58060","","","","0"
"2010","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","58900","","","","0"
"2011","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","61470","","","","0"
"2012","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","64580","","","","0"
"2013","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","68740","","","","0"
"2014","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","72780","","","","0"
"2015","Edmonton, Alberta","2016S0503835","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21214733","34.2.1.4","74340","","","","0"
